ID,Title,Description,AI Prompt,Day ID,Day Number,Week ID,Week Number,Hour Number,Status,Estimated Hours
799,Deep work focus block,Allocate time for deliberate practice or backlog grooming.,Identify one micro-skill to sharpen today and craft an AI-assisted plan.,355,5,57,65,13,pending,0.75
800,Weekly integration & portfolio review,"Summarize lessons, sync repos, publish status update.","Summarize takeaways, log blockers, and queue AI prompts for next sprint in Notion.",356,6,57,65,14,pending,2.0
801,Capstone polish sprint (Segment 1/4),"Resolve final bugs, polish documentation, and ensure tests are green.",Review bug list; prioritize final fixes against launch goals.,358,1,58,66,1,pending,0.8833333333333333
802,Capstone polish sprint (Segment 2/4),"Resolve final bugs, polish documentation, and ensure tests are green.",Review bug list; prioritize final fixes against launch goals.,358,1,58,66,2,pending,0.8833333333333333
803,Capstone polish sprint (Segment 3/4),"Resolve final bugs, polish documentation, and ensure tests are green.",Review bug list; prioritize final fixes against launch goals.,358,1,58,66,3,pending,0.8666666666666667
804,Capstone polish sprint (Segment 4/4),"Resolve final bugs, polish documentation, and ensure tests are green.",Review bug list; prioritize final fixes against launch goals.,358,1,58,66,4,pending,0.8666666666666667
805,Final live demo rehearsal (Segment 1/4),"Dry-run final demo with mentors, capture feedback, and refine flow.",Play role of skeptical stakeholder; stress-test my demo messaging.,359,2,58,66,5,pending,0.8833333333333333
806,Final live demo rehearsal (Segment 2/4),"Dry-run final demo with mentors, capture feedback, and refine flow.",Play role of skeptical stakeholder; stress-test my demo messaging.,359,2,58,66,6,pending,0.8833333333333333
807,Final live demo rehearsal (Segment 3/4),"Dry-run final demo with mentors, capture feedback, and refine flow.",Play role of skeptical stakeholder; stress-test my demo messaging.,359,2,58,66,7,pending,0.8666666666666667
808,Final live demo rehearsal (Segment 4/4),"Dry-run final demo with mentors, capture feedback, and refine flow.",Play role of skeptical stakeholder; stress-test my demo messaging.,359,2,58,66,8,pending,0.8666666666666667
809,Celebration & gratitude (Segment 1/2),"Plan recognition for collaborators and supporters, share wins publicly.",Draft gratitude notes; ensure sincerity and specificity.,360,3,58,66,9,pending,1.25
810,Celebration & gratitude (Segment 2/2),"Plan recognition for collaborators and supporters, share wins publicly.",Draft gratitude notes; ensure sincerity and specificity.,360,3,58,66,10,pending,1.25
811,Deep work focus block,Allocate time for deliberate practice or backlog grooming.,Identify one micro-skill to sharpen today and craft an AI-assisted plan.,361,4,58,66,11,pending,0.75
812,Deep work focus block,Allocate time for deliberate practice or backlog grooming.,Identify one micro-skill to sharpen today and craft an AI-assisted plan.,362,5,58,66,12,pending,0.75
813,Weekly integration & portfolio review,"Summarize lessons, sync repos, publish status update.","Summarize takeaways, log blockers, and queue AI prompts for next sprint in Notion.",363,6,58,66,13,pending,2.0
814,Launch retrospective (Segment 1/3),"Conduct final retro, document lessons, and update risk register for sustainability.",Summarize retro themes; recommend habits to maintain momentum.,365,1,59,67,1,pending,1.0
815,Launch retrospective (Segment 2/3),"Conduct final retro, document lessons, and update risk register for sustainability.",Summarize retro themes; recommend habits to maintain momentum.,365,1,59,67,2,pending,1.0
816,Launch retrospective (Segment 3/3),"Conduct final retro, document lessons, and update risk register for sustainability.",Summarize retro themes; recommend habits to maintain momentum.,365,1,59,67,3,pending,1.0
817,Career outreach campaign (Segment 1/4),"Execute targeted outreach to hiring managers, alumni, and mentors with tailored packets.",Review outreach emails; personalize messaging per recipient.,365,1,59,67,4,pending,0.8833333333333333
818,Career outreach campaign (Segment 2/4),"Execute targeted outreach to hiring managers, alumni, and mentors with tailored packets.",Review outreach emails; personalize messaging per recipient.,366,2,59,67,5,pending,0.8833333333333333
819,Career outreach campaign (Segment 3/4),"Execute targeted outreach to hiring managers, alumni, and mentors with tailored packets.",Review outreach emails; personalize messaging per recipient.,366,2,59,67,6,pending,0.8666666666666667
820,Career outreach campaign (Segment 4/4),"Execute targeted outreach to hiring managers, alumni, and mentors with tailored packets.",Review outreach emails; personalize messaging per recipient.,366,2,59,67,7,pending,0.8666666666666667
821,Roadmap transition plan (Segment 1/3),"Define next-quarter goals, maintenance routines, and learning backlog.",Evaluate transition plan; suggest focus areas for continued mastery.,366,2,59,67,8,pending,1.0
822,Roadmap transition plan (Segment 2/3),"Define next-quarter goals, maintenance routines, and learning backlog.",Evaluate transition plan; suggest focus areas for continued mastery.,367,3,59,67,9,pending,1.0
823,Roadmap transition plan (Segment 3/3),"Define next-quarter goals, maintenance routines, and learning backlog.",Evaluate transition plan; suggest focus areas for continued mastery.,367,3,59,67,10,pending,1.0
824,Deep work focus block,Allocate time for deliberate practice or backlog grooming.,Identify one micro-skill to sharpen today and craft an AI-assisted plan.,368,4,59,67,11,pending,0.75
825,Deep work focus block,Allocate time for deliberate practice or backlog grooming.,Identify one micro-skill to sharpen today and craft an AI-assisted plan.,369,5,59,67,12,pending,0.75
826,Weekly integration & portfolio review,"Summarize lessons, sync repos, publish status update.","Summarize takeaways, log blockers, and queue AI prompts for next sprint in Notion.",370,6,59,67,13,pending,2.0
827,Pipeline & memory map explorations (Segment 3/4),"Compare AVR vs. Cortex-M core diagrams, map flash/ SRAM/CCM regions, and document boot/reset flows.",Explain how my annotated memory maps influence interrupt latency on STM32 vs. ESP32.,22,1,4,4,4,pending,1.1166666666666667
828,Pipeline & memory map explorations (Segment 4/4),"Compare AVR vs. Cortex-M core diagrams, map flash/ SRAM/CCM regions, and document boot/reset flows.",Explain how my annotated memory maps influence interrupt latency on STM32 vs. ESP32.,23,2,4,4,1,pending,1.1166666666666667
829,Toolchain and debugger drills (Segment 1/6),"Install PlatformIO, STM32CubeIDE, and ESP-IDF CLI; flash sample firmware to UNO/ESP32/STM32 and log GDB commands used.",Suggest better GDB macros or VS Code tasks for my bring-up workflow.,23,2,4,4,2,pending,0.9166666666666666
830,Toolchain and debugger drills (Segment 2/6),"Install PlatformIO, STM32CubeIDE, and ESP-IDF CLI; flash sample firmware to UNO/ESP32/STM32 and log GDB commands used.",Suggest better GDB macros or VS Code tasks for my bring-up workflow.,23,2,4,4,3,pending,0.9166666666666666
831,Toolchain and debugger drills (Segment 4/6),"Install PlatformIO, STM32CubeIDE, and ESP-IDF CLI; flash sample firmware to UNO/ESP32/STM32 and log GDB commands used.",Suggest better GDB macros or VS Code tasks for my bring-up workflow.,24,3,4,4,1,pending,0.9166666666666666
832,Toolchain and debugger drills (Segment 5/6),"Install PlatformIO, STM32CubeIDE, and ESP-IDF CLI; flash sample firmware to UNO/ESP32/STM32 and log GDB commands used.",Suggest better GDB macros or VS Code tasks for my bring-up workflow.,24,3,4,4,2,pending,0.9166666666666666
833,Toolchain and debugger drills (Segment 6/6),"Install PlatformIO, STM32CubeIDE, and ESP-IDF CLI; flash sample firmware to UNO/ESP32/STM32 and log GDB commands used.",Suggest better GDB macros or VS Code tasks for my bring-up workflow.,24,3,4,4,3,pending,0.9166666666666666
834,Dual-boot workstation optimization (Segment 1/4),"Tune BIOS/firmware, configure Ubuntu + Windows dev environments, and document GPU/QEMU setups.",Review my dual-boot checklist; point out missing power/performance tweaks.,24,3,4,4,4,pending,1.0
835,Dual-boot workstation optimization (Segment 2/4),"Tune BIOS/firmware, configure Ubuntu + Windows dev environments, and document GPU/QEMU setups.",Review my dual-boot checklist; point out missing power/performance tweaks.,25,4,4,4,1,pending,1.0
836,Dual-boot workstation optimization (Segment 3/4),"Tune BIOS/firmware, configure Ubuntu + Windows dev environments, and document GPU/QEMU setups.",Review my dual-boot checklist; point out missing power/performance tweaks.,25,4,4,4,2,pending,1.0
837,Dual-boot workstation optimization (Segment 4/4),"Tune BIOS/firmware, configure Ubuntu + Windows dev environments, and document GPU/QEMU setups.",Review my dual-boot checklist; point out missing power/performance tweaks.,25,4,4,4,3,pending,1.0
838,Deep work focus block,Allocate time for deliberate practice or backlog grooming.,Identify one micro-skill to sharpen today and craft an AI-assisted plan.,26,5,4,4,1,pending,0.75
839,Weekly integration & portfolio review,"Summarize lessons, sync repos, publish status update.","Summarize takeaways, log blockers, and queue AI prompts for next sprint in Notion.",27,6,4,4,1,pending,2.0
840,Bit-banged UART showcase (Segment 2/4),Record a 5-minute walkthrough of your UART demo (real board + QEMU compare) and publish to GitHub Pages/YouTube.,Edit my script for the UART demo video to make it recruiter-friendly.,50,1,9,10,5,pending,1.0
841,Bit-banged UART showcase (Segment 3/4),Record a 5-minute walkthrough of your UART demo (real board + QEMU compare) and publish to GitHub Pages/YouTube.,Edit my script for the UART demo video to make it recruiter-friendly.,50,1,9,10,6,pending,1.0
842,Bit-banged UART showcase (Segment 4/4),Record a 5-minute walkthrough of your UART demo (real board + QEMU compare) and publish to GitHub Pages/YouTube.,Edit my script for the UART demo video to make it recruiter-friendly.,50,1,9,10,7,pending,1.0
843,Foundation retrospective & metrics (Segment 1/4),"Review quizzes (GeeksforGeeks electronics, personal flashcards) and log accuracy/next steps.",Summarize weak spots from my quiz results and recommend reinforcement resources.,51,2,9,10,1,pending,0.8833333333333333
844,Foundation retrospective & metrics (Segment 2/4),"Review quizzes (GeeksforGeeks electronics, personal flashcards) and log accuracy/next steps.",Summarize weak spots from my quiz results and recommend reinforcement resources.,51,2,9,10,2,pending,0.8833333333333333
845,Foundation retrospective & metrics (Segment 3/4),"Review quizzes (GeeksforGeeks electronics, personal flashcards) and log accuracy/next steps.",Summarize weak spots from my quiz results and recommend reinforcement resources.,51,2,9,10,3,pending,0.8666666666666667
846,Foundation retrospective & metrics (Segment 4/4),"Review quizzes (GeeksforGeeks electronics, personal flashcards) and log accuracy/next steps.",Summarize weak spots from my quiz results and recommend reinforcement resources.,51,2,9,10,4,pending,0.8666666666666667
